Identifier,Transcription,Characters,Sixtuple,Fanqie
3476,het,纈䦖擷𢴲頡頁齕紇襭絜𥊯𧀺𪕯翓䐼㹂奊籺𨵪𥢹覈,山開四入先匣,胡結
3477,net,涅湼捏揑𦵐𡍤圼篞苶𥔄𤶚㖏𦛠菍,山開四入先泥,奴結
3478,dzet,𢧵截𧾢𡴺巀蠞䕙𩟦,山開四入先從,昨結
3479,nget,齧霓蜺嵲槷臬嶭臲隉䘽𡶫闑𡿖,山開四入先疑,五結
3480,met,蔑懱𧂝䁾㩢蠛篾幭鱴𥾝衊䩏㒝𥉓𤊾覕𪇴𥣫鴓瀎𥸴𥌨粖𩱷,山開四入先明,莫結
3481,pet,閉㢼䋢𩋇𡘴䌘㭭䘷㔡,山開四入先幫,方結
3482,'et,噎䊦㝣蠮𤝱咽,山開四入先影,烏結
3483,khet,猰䫔挈㼤𡔣契栔鍥蛪,山開四入先溪,苦結
3484,xet,𡘐㚛䩤擷𢴲褉䙽,山開四入先曉,虎結
3485,phet,撆丿𢠳瞥䭱䋢嫳䫾鐅暼,山開四入先滂,普蔑
3486,bet,癟蹩㮰𩓝䭱咇苾馝䏟飶蛂柲𢛎襒,山開四入先並,蒲結
3487,tet,窒𥉺蛭㗧咥𨴗𡇓,山開四入先端,丁結
3488,let,𥸸戾捩綟唳𥃎夨,山開四入先來,練結
3489,sjet,薛䥍紲緤褻辥泄渫禼𥜿媟齛䊝𣽒𣊓絬㡜疶㔎絏,山開三入仙心,私列
3490,ljet,列𠛱迾蛚鮤烈洌冽裂茢颲鴷栵㤠挒𩢾𡊻𡿪姴䅀趔,山開三入仙來,良辥
3491,trjet,哲悊喆嚞蜇,山開三入仙知,陟列
3492,gjet,傑桀竭碣楬榤揭渴嵥滐櫭偈杰搩,山開三入仙群,渠列
3493,nyet,熱苶,山開三入仙日,如列
3494,tsyet,晢晣浙折靼𩍕䩢䏳䀿,山開三入仙章,旨熱
3495,zyet,舌揲蛥鞨,山開三入仙船,食列
3496,dzyet,折,山開三入仙常,常列
3497,ngjet,孼孽糱讞𤅊𧕏蠥㜸闑𡴎钀蘖櫱䶬䡾,山開三入仙疑,魚列
3498,mjiet,滅搣,山開三入仙明,亡列
3499,khjet,朅揭藒愒𡐤,山開三入仙溪,丘竭
3500,pjiet,憋鷩鼈虌鄨𡐞䳤鱉,山開三入仙幫,并列
3501,dzjwet,絕,山合三入仙從,情雪
3502,tsjwet,蕝㔢𨼎,山合三入仙精,子悅
3503,sjwet,雪䨮㡜㨹,山合三入仙心,相絕
3504,trhjwet,𤿫,山合三入仙徹,丑悅
3505,ywet,悅說閱蛻娧𧀲䓲,山合三入仙以,弋雪
3506,khjwiet,缺蒛,山合三入仙溪,傾雪
3507,'jwet,噦,山合三入仙影,乙劣
3508,nywet,爇焫蜹㨎㕯蚋,山合三入仙日,如劣
3509,sywet,說,山合三入仙書,失爇
3510,tsywet,拙炪䂐梲蝃準䫎𠭴䪼𨢬䖦,山合三入仙章,職悅
3511,tsyhwet,歠啜,山合三入仙昌,昌悅
3512,trjwet,輟畷惙餟罬剟醊啜䟾綴掇腏𩋁叕𧖀,山合三入仙知,陟劣
3513,ljwet,劣𢚃埒䟹鋝脟㸹蛶㲕浖哷㭩𦓤,山合三入仙來,力輟
3514,phjiet,瞥潎憋癟,山開三入仙滂,芳滅
3515,bjet,别別𡷘,山開三入仙並,皮列
3516,drjet,轍徹撤澈㯙,山開三入仙澄,直列
3517,pjet,䇷𧧸莂扒别,山開三入仙幫,方别
3518,srjwet,㕞𠴪𠻜刷唰,山合三入仙生,所劣
3519,kjet,孑訐𨥂趌䅥揭,山開三入仙見,居列
3520,syet,設蔎,山開三入仙書,識列
3521,nrjwet,呐,山合三入仙娘,女劣
3522,xjwet,𥄎𩖶𣧡烕𦐋吷,山合三入仙曉,許劣
3523,'jwiet,妜,山合三入仙影,於悅
3524,kjwet,蹶𧱝𧣸䞵罬,山合三入仙見,紀劣
3525,tsrjwet,茁䵵,山合三入仙莊,側劣
3526,tshjwet,膬絟𥕹敠,山合三入仙清,七絕
3527,tsjwet,蠽𧓷𪇲尐𢪍𣧖𩯰𠯙,山合三入仙精,姊劣
3528,srjet,摋,山開三入仙生,山列
3529,'jet,焆𠵭,山開三入仙影,於列
3530,trhjet,撤屮硩徹䚢聅䒆,山開三入仙徹,丑列
3531,xjet,娎焎,山開三入仙曉,許别
3532,tsyhwet,啜,山合三入仙昌,姝雪
3533,tsrhjet,㔍,山開三入仙初,厠列
3534,zjwet,㿱𧋍踅,山合三入仙邪,寺絕
3535,tsyhet,掣瘛,山開三入仙昌,昌列
3536,yet,抴拽,山開三入仙以,羊列
3537,dzrjet,𨵊,山開三入仙崇,士列
3538,yak,藥躍礿禴蘥鑰𩱲瀹𤅢𤄶爚櫟龠䋤𠩃屵敫籥𢅹𥌺𧕋纅鸙㜰𤒀䟑㿑𨷲𧢢䠯𨈋䖃,宕開三入陽以,以灼
3539,ljak,略畧䌎擽掠㗉䂮𧎾䀩䛚㨼撂𪀡藥詻,宕開三入陽來,離灼
3540,kjak,腳脚蹻卻屩,宕開三入陽見,居勺
3541,tsyak,灼斫彴㣿勺酌繳焯䅵妁謶𥯩犳䶂𧘑禚禚,宕開三入陽章,之若
3542,syak,爍鑠獡㜰爚䁻䟏,宕開三入陽書,書藥
3543,nyak,若弱鄀箬蒻楉溺䐞惹叒𨀝,宕開三入陽日,而灼
3544,tsyhak,綽繛婥磭,宕開三入陽昌,昌約
3545,'jak,約葯,宕開三入陽影,於略
3546,khjak,卻却𨟠𤷽,宕開三入陽溪,去約
3547,ngjak,虐磭瘧,宕開三入陽疑,魚約
3548,dzyak,妁勺汋杓仢芍,宕開三入陽常,市若
3549,trhjak,㲋𤟭婼逴辵蠚,宕開三入陽徹,丑略
3550,sjak,削,宕開三入陽心,息約
3551,tsrjak,斮,宕開三入陽莊,側略
3552,tsjak,爵𩰥雀爝燋㩱䶂,宕開三入陽精,即略
3553,dzjak,皭嚼爝,宕開三入陽從,在爵
3554,tshjak,鵲舄趞㹱碏芍皵踖䇎䱜,宕開三入陽清,七雀
3555,gjak,噱蹻𠊬𧍕谷𠶸臄醵䐘,宕開三入陽群,其虐
3556,'jwak,嬳𡤬彠臒,宕合三入陽影,憂縛
3557,bjak,縛,宕合三入陽並,符钁
3558,xjwak,䂄矆彏戄,宕合三入陽曉,許縛
3559,hjwak,籰𧤽𧅚𥸘䢲,宕合三入陽云,王縛
3560,kjwak,玃貜𧾵钁攫矍𡚠彏躩𪈴𨏹蠼,宕合三入陽見,居縛
3561,trjak,芍著𥖛櫡鐯𣃈擆,宕開三入陽知,張略
3562,drjak,著,宕開三入陽澄,直略
3563,khjwak,躩𢖦,宕合三入陽溪,丘縛
3564,gjwak,戄𧾵𡚠䣤貜,宕合三入陽群,具籰
3565,nrjak,逽𨵫,宕開三入陽娘,女略
3566,phjak,𩅿,宕合三入陽滂,孚縛
3567,xjak,謔,宕開三入陽曉,虚約
3568,dak,鐸剫度𢜬踱凙襗𩑒𧩧𩍜䐾㤞喥仛𨍏,宕開一入唐定,徒落
3569,mak,莫幕鄚膜鏌摸漠瘼寞瞙嗼塻𣩎𢊗𡈗𠢓,宕開一入唐明,慕各
3570,lak,落絡烙洛珞酪樂𩂣轢笿硌駱𤽼𩊚㓢鉻馲𩧐鮥䶅雒𣛗𧭥躒鵅𤻲𣧳𤽥挌𪇱濼袼䀩𨏒,宕開一入唐來,盧各
3571,thak,託袥橐魠籜𣔳柝𣟄拓托馲𩧐𨂫蘀𦚈侂飥魄沰矺乇籜,宕開一入唐透,他各
3572,tsak,作迮柞糳鑿㘀,宕開一入唐精,則落
3573,tshak,錯厝䱜逪剒縒莡,宕開一入唐清,倉各
3574,kak,各閣格胳袼擱,宕開一入唐見,古落
3575,khak,恪㤩愙,宕開一入唐溪,苦各
3576,ngak,咢愕鄂諤𠟎𧊜𧍞遌萼鍔𡅡崿鶚鰐鱷噩㗁齶顎𡾙鑩偔堮𡓐㮙湂,宕開一入唐疑,五各
3577,phak,𩔈奤濼䨰粕膊𦢸䪙搏胉蒪𥴮𦿍𦥭𦐦,宕合一入唐滂,匹各
3578,'ak,惡𢙣蝁堊,宕開一入唐影,烏各
3579,bak,薄泊亳箔礴簿𩍿鑮踄𩽛䭦,宕合一入唐並,傍各
3580,xak,𦞦鄗壑㕡蠚謞郝鰝熇嗃矐,宕開一入唐曉,呵各
3581,sak,索𢱢溹𩌈𦵫㮦,宕開一入唐心,蘇各
3582,hak,涸鶴貈貉狢𠗂佫䮤𥉑䅂䶅,宕開一入唐匣,下各
3583,dzak,昨酢莋怍𣫞鑿笮筰柞㸲岝䎰飵𦁎𢂃鈼秨砟葃鈼,宕開一入唐從,在各
3584,pak,博愽髆搏爆鎛㗘𪙍襮鑮簙䗚猼䍸欂𩌏溥䶈餺䙏𥴮,宕合一入唐幫,補各
3585,nak,諾,宕開一入唐泥,奴各
3586,xwak,霍靃霩䁨藿矐彉彍攉瀖劐癨,宕合一入唐曉,虚郭
3587,kwak,郭𩫏𨟍崞椁槨彉彍埻𦘅,宕合一入唐見,古博
3588,'wak,雘蠖臒鸌嬳𩟓,宕合一入唐影,烏郭
3589,hwak,穫鑊㦜檴𤐰濩擭䨥𤻙𢋒,宕合一入唐匣,胡郭
3590,khwak,廓鞹漷𠠎籗噋,宕合一入唐溪,苦郭
3591,ngwak,瓁,宕合一入唐疑,五郭
3592,lwak,硦,宕合一入唐來,盧穫
3593,tswak,㘀,宕合一入唐精,祖郭
3594,maek,陌帞袹𡠜㱳貘蛨貊佰驀㹮𩢷嗼貉洦𢫦𧻙銆,梗開二入庚明,莫白
3595,traek,磔虴舴𤜤𪄱馲𩑒𪐏嫡𥧮杔乇,梗開二入庚知,陟格
3596,baek,白帛舶鮊𦰬,梗開二入庚並,傍陌
3597,paek,伯迫敀百柏湐栢𦯉㼟,梗開二入庚幫,博陌
3598,gjaek,劇屐𨍺𤭏𢜭㘌,梗開三入庚群,奇逆
3599,kjaek,戟撠𦻝𦺩𤜾谻丮𢜭𩯋,梗開三入庚見,几劇
3600,srjaek,𡩡索䞽溹䂹𥻨,梗開三入庚生,山戟
3601,tsrhjaek,柵䜺簎,梗開三入庚初,測戟
3602,hwaek,嚄𡄴,梗合二入庚匣,胡伯
3603,tsraek,嘖窄笮諎迮㳻舴蚱,梗開二入庚莊,側伯
3604,dzraek,齚齰咋泎岝,梗開二入庚崇,鋤陌
3605,khjaek,隙郤綌𠊬𧯈𡭴𠶸,梗開三入庚溪,綺戟
3606,ngaek,額頟䱮峉詻䩹,梗開二入庚疑,五陌
3607,ngjaek,逆屰縌㘙𥿬𠱘,梗開三入庚疑,宜戟
3608,khaek,客喀咳礊揢,梗開二入庚溪,苦格
3609,'aek,啞𩚬,梗開二入庚影,烏格
3610,xjaek,虩,梗開三入庚曉,許郤
3611,trhaek,拆𡍩坼𧼳𩑒㿭𤖴𩎚,梗開二入庚徹,丑格
3612,'waek,䪝,梗合二入庚影,乙白
3613,phaek,拍魄怕皛敀𠓗珀𧻙𤖼洦,梗開二入庚滂,普伯
3614,xaek,赫爀嚇𥋿𢅰,梗開二入庚曉,呼格
3615,haek,垎䞦楁𨍇,梗開二入庚匣,胡格
3616,kaek,格𢓜茖骼觡𩹺鵅挌㦴㪾蛒𪌣𢼛𩹿鉻,梗開二入庚見,古伯
3617,xwaek,謋諕漷砉𦒧湱硅𢝇,梗合二入庚曉,虎伯
3618,draek,宅㡯擇澤𪀥翟䕪檡鸅𩏪蠌襗𤂥,梗開二入庚澄,瑒伯
3619,kwaek,虢𢼛㶁𧭣唬,梗合二入庚見,古伯
3620,'jwaek,擭濩彠䪝㠛,梗合三入庚影,一虢
3621,nrwaek,蹃搦,梗合二入庚娘,女白
3622,khwaek,𧍕𠠎,梗合二入庚溪,丘擭
3623,bjaek,欂𣝍,梗開三入庚並,弼戟
3624,meak,麥𧖴脈脉衇霢眽覛𧡒,梗開二入耕明,莫獲
3625,hweak,獲畫嫿劃鱯彠㗲咟,梗合二入耕匣,胡麥
3626,kweak,蟈馘聝幗膕𩪐埻摑漍𢹖䂸慖嘓䬎讗𧖻,梗合二入耕見,古獲
3627,peak,檗擘掰薜𤖟糪,梗開二入耕幫,博厄
3628,beak,䌟繴𦌠欂,梗開二入耕並,蒲革
3629,dzreak,賾鰿葃㣱矠耫嘖,梗開二入耕崇,士革
3630,tsreak,責𩔳簀幘嘖謮債𧐐𦟜嫧咋,梗開二入耕莊,側革
3631,dzrweak,䞰䟄,梗合二入耕崇,査獲
3632,tsrheak,策冊笧嫧䶦筴𣆩矠憡皟㥽𧶷拺柵,梗開二入耕初,楚革
3633,kheak,礊𩱝䙐緙罊諽,梗開二入耕溪,楷革
3634,xweak,剨繣𦑌㦎劃捇掝㖪礊䐸焃㩇𢄶𨐶𥊮湱𤷇䦝𤁹䬉𠜻,梗合二入耕曉,呼麥
3635,heak,覈繳䃒翮㮝核𤈧滆蒚,梗開二入耕匣,下革
3636,keak,隔膈搹鬲槅革𥴩𢡍諽䪂𧈑䨣𥉅𦑜𩹺嗝,梗開二入耕見,古核
3637,treak,摘謫讁𤟍棏𡇠䊞厇矺嘀,梗開二入耕知,陟革
3638,'eak,戹厄搤㧖扼軛軶呝呃阸阨豟𪕶貖蚅𩚬𧠞啞,梗開二入耕影,於革
3639,sreak,栜𣽤㾊䨛摵愬擌拺𡩡索溹䪂虩㳻,梗開二入耕生,山責
3640,pheak,𢶉糪,梗開二入耕滂,普麥
3641,ngeak,虉鳽䩹㣂,梗開二入耕疑,五革
3642,leak,礐𥖪,梗開二入耕來,力摘
3643,tsrweak,㩇,梗合二入耕莊,簪摑
3644,srweak,𢷾,梗合二入耕生,砂獲
3645,gweak,𧾛,梗合二入耕群,求獲
3646,nreak,疒䭆眲,梗開二入耕娘,尼戹
3647,sjek,昔𦠡腊惜潟磶舄𩍆蕮鬄䯜𩾼焟棤,梗開三入清心,思積
3648,tsjek,積脊蹐借迹跡速踖𪃹鰿𧐐𩺀鯽蹟𤁢襀䃊庴,梗開三入清精,資昔
3649,'jiek,益謚嗌𨜶齸膉𦶩𪕶,梗開三入清影,伊昔
3650,yek,亦繹睪弈奕帟譯懌斁驛嶧醳腋掖䘸易液痬蜴埸圛襗射墿焲𥜃㴒燡燚𦔥𡱿㘁𤑹𠓋,梗開三入清以,羊益
3651,syek,釋𥼶檡適奭郝睗晹𡣪𦔥螫𩮜㚒冟䁺襫哧,梗開三入清書,施隻
3652,tsyhek,尺赤烾蚇㡿斥㚖郝滷𠧚𠧵,梗開三入清昌,昌石
3653,dzyek,石碩祏鉐䄷鼫䲽,梗開三入清常,常隻
3654,tsyek,隻適炙墌摭拓蹠跖䗪𩀝䞠𠪮䘸,梗開三入清章,之石
3655,drjek,擲擿䵂躑蹢𧓸潪,梗開三入清澄,直炙
3656,tshjek,皵磧刺𧻕洓䟄𧙞嫧,梗開三入清清,七迹
3657,zjek,席夕穸汐𨛳蓆,梗開三入清邪,祥易
3658,dzjek,籍踖𨆮藉耤塉瘠庴猎葃膌䣢簎,梗開三入清從,秦昔
3659,bjiek,擗椑躃闢辟㱸𩪧萆𣮐,梗開三入清並,房益
3660,ywek,役䓈疫𩷍坄垼炈𪁛鈠𩂹豛𧈻,梗合三入清以,營隻
3661,xjwek,瞁𥆛,梗合三入清曉,許役
3662,pjiek,辟璧𤩹鐴躄𣦢襞𨐨,梗開三入清幫,必益
3663,phjiek,僻辟癖廦,梗開三入清滂,芳辟
3664,zyek,麝射,梗開三入清船,食亦
3665,pjiek,碧,梗合三入清幫,彼役
3666,trjek,𪐏,梗開三入清知,竹益
3667,trhjek,彳𤭏,梗開三入清徹,丑亦
3668,tsywek,𦳮,梗合三入清章,之役
3669,tshjwek,𥄎𢔠,梗合三入清清,七役
3670,sek,錫析㭊裼皙緆𪎥蜥菥淅惁𧋐㱤晰,梗開四入青心,先擊
3671,kek,激擊墼轚獥敫𦼷𡫀鸄,梗開四入青見,古歷
3672,phek,劈霹澼憵䤨癖僻,梗開四入青滂,普擊
3673,lek,歷靂䟐酈癧轢鎘䥶礫瓅秝櫪䍽櫟𩽏曆藶瀝磿寥鬲㽁蒚皪𥌮䍥躒䟏𪙽𤪢厤攊䮥𧙉䤙𡳸𦠓𨢌㔏𪅼觻𥽗擽濼蝷壢嚦,梗開四入青來,郎擊
3674,tek,的適嫡甋靮鏑馰滴肑弔芍蹢䶂玓樀𪄱𦉹𥕐𥐝扚𣂉啇魡㣿𨑩杓,梗開四入青端,都歷
3675,hek,檄覡薂𪕯鸄獥椺䚫,梗開四入青匣,胡狄
3676,ngek,鷁鶂艗𠩫虉,梗開四入青疑,五歷
3677,dek,荻狄敵籊翟迪覿𧠫笛篴糴籴邮滌蓧蔋踧䌦𩷎䵂樀頔梑䊮䢮㹍苖滷㣙,梗開四入青定,徒歷
3678,thek,踢逖逷倜趯䢰剔𠜓詆惕䯜硩摘䚐𩮜𤈥蓨籊悐𢞒𥊕,梗開四入青透,他歷
3679,tsek,績勣簀𪄸,梗開四入青精,則歷
3680,khek,燩𢶡𣪠喫𠿊𥍰𢿣𢞒䍊,梗開四入青溪,苦擊
3681,nek,惄𧗂溺愵,梗開四入青泥,奴歷
3682,dzek,寂𡧘𡧯𠴫䚐,梗開四入青從,前歷
3683,mek,覓覛幎幦𧜀䮭糸鼏羃汨㵋漞冂冪冖䖑蓂𧱻覭䌐𪒄䈿濗𧐎塓,梗開四入青明,莫狄
3684,bek,甓鷿鸊椑㱸,梗開四入青並,扶歷
3685,pek,壁鼊繴廦綼𧲜,梗開四入青幫,北激
3686,khwek,闃䠐,梗合四入青溪,苦鶪
3687,kwek,郹狊鶪湨鼳犑𠋬,梗合四入青見,古闃
3688,tshek,戚慼𧒕鼜鏚𪒑𧠪慽𧐶𦸗磩,梗開四入青清,倉歷
3689,xek,赥䦧鬩𥍠𤄎𧨃䈪㤸𣣉㦦,梗開四入青曉,許激
3690,xwek,𥍟砉瞁𥆛狊焱殈,梗合四入青曉,呼狊
3691,trhek,𣤩𥛚,梗開四入青徹,丑歷
3692,tsyik,職軄戠織𥋏蟙𧄕䐈樴,曾開三入蒸章,之翼
3693,drik,直犆䐈𡸜值,曾開三入蒸澄,除力
3694,lik,力朸屴仂鳨𩾜𠢠𣲒𡯄𧲡泐,曾開三入蒸來,林直
3695,trhik,敕勅飭淔趩栻侙𪀦鷘恜慗遫荲㽚,曾開三入蒸徹,恥力
3696,trik,陟稙,曾開三入蒸知,竹力
3697,zyik,食蝕,曾開三入蒸船,乗力
3698,sik,息媳㮩鄎瘜蒠熄𦞜䭒㴧𥰝𪄛,曾開三入蒸心,相即
3699,dzyik,寔湜殖植埴𡑌㨁遈,曾開三入蒸常,常職
3700,syik,識式拭𢂑軾飾𥿮鉽烒𧄹,曾開三入蒸書,賞職
3701,xik,赩䀌䵱𥈜𢤋,曾開三入蒸曉,許極
3702,dzrik,崱𡸦溭萴,曾開三入蒸崇,士力
3703,gik,極,曾開三入蒸群,渠力
3704,nrik,匿𧈟𧏾㥾恧𩺱,曾開三入蒸娘,女力
3705,tsrhik,測惻畟𦔎𡍫䔴,曾開三入蒸初,初力
3706,'ik,憶億臆肊薏抑癔,曾開三入蒸影,於力
3707,srik,色㱇嗇𩍙穡薔轖繬濇䉢嬙𧒗懎𩕡𠢳,曾開三入蒸生,所力
3708,khik,䩯,曾開三入蒸溪,丘力
3709,kik,殛㥛襋棘亟㻷悈𡕮蕀苟𧩦,曾開三入蒸見,紀力
3710,yik,弋翊翌廙黓翼𩙺𦏵䴬隿𧃟㚤潩杙芅㔴𧾰𨙒𥡪蛡𢦭𢖺瀷𢎀𠥦熼釴𤼌𧑌𦔜䄩𢓀䘝䣧,曾開三入蒸以,與職
3711,tsik,即卽稷㮨㹄蝍楖畟𨂢鯽𤠎堲䐚唧𪃹揤,曾開三入蒸精,子力
3712,pik,逼偪皕幅楅䮠湢䫾㘠皀,曾開三入蒸幫,彼側
3713,hwik,域蜮罭棫㚜𪂉𦈸琙𪑝緎䮙魊淢𦱂,曾合三入蒸云,雨逼
3714,xik,洫侐䦗閾𨵨𥄎㰲𤷇𪑝緎𦑍𠷾淢𧹭,曾合三入蒸曉,況逼
3715,phik,堛愊踾𤗚𩜰揊稫副畐䦼𢾇㽬疈,曾開三入蒸滂,芳逼
3716,tsrik,稄𥟔𣅔昃𢯩仄𣅦㳁萴側夨𠨮,曾開三入蒸莊,阻力
3717,bik,愎腷𤐧𥻅𤗚馥踾鶝,曾開三入蒸並,符逼
3718,ngik,嶷薿㘈懝觺,曾開三入蒸疑,魚力
3719,dzik,堲垐𢯩,曾開三入蒸從,秦力
3720,trik,𡮞𣮊𢕚,曾開三入蒸知,丁力
3721,mik,䁇,曾開三入蒸明,亡逼
3722,tsyhik,瀷𦔫,曾開三入蒸昌,昌力
3723,tok,德惪㥁䙷得淂𨁽𣌏𠮊,曾開一入登端,多則
3724,tsok,則𠟻𠟭,曾開一入登精,子德
3725,lok,勒肋扐仂艻朸𤨕玏泐㔹阞竻鰳,曾開一入登來,盧則
3726,khok,刻克剋勀勊𡞢娔,曾開一入登溪,苦得
3727,dok,特貣𧈩𧎢樴𤙰棏鴏螣,曾開一入登定,徒得
3728,xok,黑嘿潶㱄,曾開一入登曉,呼北
3729,mok,墨默冒䘃纆万𢄏艒𡣫䁇䁿𤲰,曾開一入登明,莫北
3730,dzok,賊𧵪鱡鰂𧒿𣿐𦽒,曾開一入登從,昨則
3731,sok,塞𡫼㥶𢥛寨,曾開一入登心,蘇則
3732,pok,北𧉥,曾開一入登幫,博墨
3733,bok,菔蔔僰匐𠣵踣仆菩垘䞳䵗𧟱𢫯,曾開一入登並,蒲北
3734,hwok,或惑蜮䰥𡿿,曾合一入登匣,胡國
3735,kwok,國蟈膕馘,曾合一入登見,古或
3736,'ok,餩殕,曾開一入登影,愛黑
3737,hok,劾,曾開一入登匣,胡得
3738,nok,䘅䎪𣉘,曾開一入登泥,奴勒
3739,kok,裓𢧧孂,曾開一入登見,古得
3740,tshok,墄,曾開一入登清,七則
3741,phok,覆𧕡𠣾,曾開一入登滂,匹北
3742,xwok,𢃤𥇙,曾合一入登曉,呼或
3743,tship,緝葺諿𧚨𪔪咠,深開三入侵清,七入
3744,dzyip,十什褶拾,深開三入侵常,是執
3745,tsyip,執汁瓡䥍𡠗慹,深開三入侵章,之入
3746,zip,習襲隰鰼騽飁槢𪄶𦸚𥱵䒁褶霫,深開三入侵邪,似入
3747,dzip,集輯檝亼𠦫𦺴鏶慹箿,深開三入侵從,秦入
3748,nyip,入廿,深開三入侵日,人執
3749,'jip,揖挹,深開三入侵影,伊入
3750,syip,溼濕䏉,深開三入侵書,失入
3751,tsip,㗱湒咠葺潗䌖㠍蓻𧚨䁒𥠋,深開三入侵精,子入
3752,gip,及𨕤𦶍苙䲯笈㧀,深開三入侵群,其立
3753,drip,蟄䐲俋㙷㞏譶,深開三入侵澄,直立
3754,trip,縶𩅀𩢏𡂣,深開三入侵知,陟立
3755,lip,立䶘粒笠鴗苙䇐岦砬,深開三入侵來,力入
3756,kip,急汲給伋級芨𦳌㽺彶皀𩾳,深開三入侵見,居立
3757,ngip,岌㱞,深開三入侵疑,魚及
3758,khip,泣㬤湆,深開三入侵溪,去急
3759,sip,𩎕卌霫𧿅㗩,深開三入侵心,先立
3760,srip,歰澀澁鈒雭濇㒊翜,深開三入侵生,色立
3761,xip,吸噏歙翕𧬈潝熻嬆翖𨝫闟𪅲,深開三入侵曉,許及
3762,tsrip,戢𥊬𧤏𧥄㗊蕺濈𠿠霵,深開三入侵莊,阻力
3763,'ip,邑悒唈裛浥䓃䭂𦶂挹,深開三入侵影,於汲
3764,trhip,湁雴漐,深開三入侵徹,丑入
3765,hjwip,煜曄熠騽,深開三入侵云,爲立
3766,yip,熠孴,深開三入侵以,羊入
3767,nrip,孨㵫𣲷㘝𦮾,深開三入侵娘,尼立
3768,dzrip,霵䯂,深開三入侵崇,仕戢
3769,bip,𩾳,深開三入侵並,皮及
3770,pip,鵖皀,深開三入侵幫,彼及
3771,tsrhip,㞚𡍪䙄𢕬,深開三入侵初,初戢
3772,tsyhip,斟,深開三入侵昌,昌汁
3773,hop,合郃榙䢔㭘詥耠𡇶𪘁𦳬盒,咸開一入覃匣,侯閤
3774,kop,鴿閤合㪉鉿鮯蛤郃浩匌頜佮㧁𣭝㭘㠷鞈韐𢂷,咸開一入覃見,古沓
3775,top,答畣𨅞撘荅褡㜓㾑嗒𤝰㿯㯚,咸開一入覃端,都合
3776,sop,趿颯靸𩎕馺霅𠦄卅㚫𣬬𢕬鈒,咸開一入覃心,蘇合
3777,dop,沓誻遝㧺㭼涾𩣯龖𠉤譶𣝋蹹䂿䜚𦂀𦾽𧌏眔𥄳,咸開一入覃定,徒合
3778,thop,踏錔嚃䓠㛥𢃕鞜𦑇漯濕㹺𦧟䶀佮䵬𪘁𨌭㭼䍝濌𪂌䈋,咸開一入覃透,他合
3779,dzop,雜韴磼雥䕹𨅔䣟,咸開一入覃從,徂合
3780,tsop,帀迊𠯗噆𣤶魳䍼嘁沞䞙摺匝𠯗咂,咸開一入覃精,子荅
3781,nop,納䪏蒳軜衲魶妠㨥,咸開一入覃泥,奴荅
3782,khop,溘𣩄㧁𠩧䆟匌歁,咸開一入覃溪,口荅
3783,'op,姶𤸱罨罯媕㔩庵𨂁𩋊𩇠搕鞥佮,咸開一入覃影,烏合
3784,xop,欱喝㽺𣣹㾑,咸開一入覃曉,呼合
3785,ngop,㬎礏哈儑𡀾砐礘㾑䑥魥,咸開一入覃疑,五合
3786,tshop,䟃㜗,咸開一入覃清,七合
3787,dzyop,遪,咸開一入覃常,十合
3788,'op,唈,咸開一入覃影,烏荅
3789,hap,盍闔𨶩嗑蓋𧪞篕㧁𨜴熆,咸開一入談匣,胡臘
3790,lap,臘臈𪙷䶘鑞蠟䗶擸𥀰𪇹搚𦒦𦅶邋,咸開一入談來,盧盍
3791,tap,㿴耷𢴄㩉矺𠞈笚䓠褡𩝣䪚,咸開一入談端,都榼
3792,thap,榻㯓𦪙毾鰈魼鰨𦶑傝狧𦧭𧪦𦐇鞳塔搭嗒遢𩥑塌溻,咸開一入談透,吐盍
3793,xap,𣣹𩵢㽺,咸開一入談曉,呼盍
3794,nap,魶笝𩚛,咸開一入談泥,奴盍
3795,dap,蹋躢闒𧮑譫䍇䳴䈳𦑲,咸開一入談定,徒盍
3796,sap,𠎷𠿓𢶍卅靸𨆂㪪,咸開一入談心,私盍
3797,ngap,儑𥋙,咸開一入談疑,五盍
3798,dzap,䪞𢶍,咸開一入談從,才盍
3799,kap,䫦𧪞嗑蓋閘鉀䗘𨜴,咸開一入談見,古盍
3800,khap,榼磕𧛾㕎䶀𨍰,咸開一入談溪,苦盍
3801,'ap,鰪盦廅𤸱,咸開一入談影,安盍
3802,tshap,囃𥗭䵽,咸開一入談清,倉雜
3803,kap,砝𪁍,咸開一入談見,居盍
3804,tsyap,譫,咸開一入談章,章盍
3805,yep,葉楪揲鍱偞枼㯿煠䈎殜,咸開三入鹽以,與涉
3806,tsjep,接椄睫䀹楫檝婕菨𣶏鯜䈉唼,咸開三入鹽精,即葉
3807,syep,攝灄葉歙欇𥍉弽韘,咸開三入鹽書,書涉
3808,dzyep,涉𣻣欇䤮,咸開三入鹽常,時攝
3809,ljep,獵鬛鬣㲱躐䁽𣋲擸儠犣䪉㼲䉭鱲𡂏䛟𠠗邋㯿䜲䃳巤獦,咸開三入鹽來,良涉
3810,dzjep,捷疌寁倢崨踕䌖誱,咸開三入鹽從,疾葉
3811,drjep,䐑㙷殜,咸開三入鹽澄,直葉
3812,'jep,𢽱裛腌𦀖,咸開三入鹽影,於輒
